date,cases,deaths,uf,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-06,52,0,SC,357199,4202404,14.55771,
2020-04-06,1,0,SC,5246,4202701,19.06214,
2020-04-06,16,0,SC,33450,4202800,47.83259,
2020-04-06,1,0,SC,134723,4202909,0.74226,
2020-04-06,7,0,SC,82989,4203204,8.43485,
2020-04-06,1,0,SC,12240,4203709,8.16993,
2020-04-06,6,0,SC,220367,4204202,2.72273,
2020-04-06,27,1,SC,215186,4204608,12.54728,37
2020-04-06,99,2,SC,500973,4205407,19.76154,0.0202
2020-04-06,5,1,SC,69639,4205902,7.17988,0.2
2020-04-06,2,0,SC,14471,4206009,13.82074,
2020-04-06,4,0,SC,11501,4206207,34.77958,
2020-04-06,1,0,SC,56421,4207007,1.77239,
2020-04-06,6,0,SC,44853,4207304,13.37703,
2020-04-06,10,0,SC,,,,
2020-04-06,2,0,SC,69425,4207502,2.88081,
2020-04-06,1,0,SC,1930,4207858,51.81347,
2020-04-06,21,1,SC,219536,4208203,9.56563,0.0476
2020-04-06,3,0,SC,65312,4208302,4.59334,
2020-04-06,1,0,SC,16872,4208401,5.92698,
2020-04-06,2,0,SC,20024,4208807,9.98801,
2020-04-06,6,0,SC,177697,4208906,3.37653,
2020-04-06,1,0,SC,30118,4209003,3.32027,
2020-04-06,25,1,SC,590466,4209102,4.23394,0.04
2020-04-06,4,0,SC,157544,4209300,2.53897,
2020-04-06,3,0,SC,45814,4209409,6.54822,
2020-04-06,1,0,SC,56292,4210100,1.77645,
2020-04-06,1,0,SC,17796,4211207,5.61924,
2020-04-06,4,0,SC,81475,4211306,4.90948,
2020-04-06,3,0,SC,171797,4211900,1.74625,
2020-04-06,2,0,SC,19320,4212205,10.35197,
2020-04-06,2,0,SC,7494,4212304,26.68802,
2020-04-06,1,1,SC,3976,4212403,25.15091,1.0
2020-04-06,1,0,SC,10091,4212650,9.90982,
2020-04-06,1,0,SC,33447,4213203,2.9898,
2020-04-06,4,0,SC,21388,4213500,18.70208,
2020-04-06,2,0,SC,2878,4214300,69.4927,
2020-04-06,1,0,SC,23245,4215703,4302,
2020-04-06,1,0,SC,9445,4216107,10.58761,
2020-04-06,2,0,SC,52721,4216206,3.79355,
2020-04-06,17,1,SC,246586,4216602,6.89415,0.0588
2020-04-06,1,0,SC,24076,4216909,4.15351,
2020-04-06,3,1,SC,13410,4217006,22.37136,0.3333
2020-04-06,1,0,SC,5823,4217253,17.17328,
2020-04-06,5,0,SC,14007,4217600,35.69644,
2020-04-06,3,0,SC,30374,4217709,9.87687,
2020-04-06,2,0,SC,38407,4218004,5.20738,
2020-04-06,1,0,SC,5348,4218103,18.69858,
2020-04-06,1,0,SC,44238,4218202,2.2605,
2020-04-06,19,0,SC,105686,4218707,17.97778,
2020-04-06,2,0,SC,21268,4219002,9.4038,
2020-04-06,1,0,SC,53065,4219309,1.88448,
2020-04-06,417,11,SC,7164788,42,5.82013,0.0264
2020-04-06,27,4,SE,657013,2800308,4.10951,0.1481
2020-04-06,1,0,SE,34213,2801306,2.92287,
2020-04-06,1,0,SE,95427,2802908,1.04792,
2020-04-06,1,0,SE,36924,2804508,2.70827,
2020-04-06,2,0,SE,29626,2805703,6.75083,
2020-04-06,32,4,SE,2298696,28,1.39209,125
2020-04-06,0,0,SP,35068,3500105,,
2020-04-06,1,0,SP,18705,3500501,5.34616,
2020-04-06,1,0,SP,37214,3500709,2.68716,
2020-04-06,3,2,SP,239597,3501608,1.2521,0.6667
2020-04-06,8,0,SP,197016,3502804,4.06058,
2020-04-06,4,0,SP,236072,3503208,1.6944,
2020-04-06,6,1,SP,89824,3503901,6.67973,0.1667
2020-04-06,1,0,SP,104386,3504008,0.95798,
2020-04-06,7,0,SP,142761,3504107,4.9033,
2020-04-06,31,1,SP,274182,3505708,11.30636,0.0323
2020-04-06,6,1,SP,376818,3506003,1.59228,0.1667
2020-04-06,1,0,SP,123638,3506508,0.80881,
2020-04-06,1,0,SP,60997,3507001,1.63942,
2020-04-06,7,0,SP,146497,3507506,4.77825,
2020-04-06,1,0,SP,24939,3507803,4.00978,
2020-04-06,1,0,SP,33327,3508603,3.00057,
2020-04-06,22,4,SP,101470,3509007,21.68129,0.1818
2020-04-06,1,0,SP,76801,3509205,1.30207,
2020-04-06,28,4,SP,1204073,3509502,2.32544,0.1429
2020-04-06,1,0,SP,121532,3510500,0.82283,
2020-04-06,16,1,SP,400927,3510609,3.99075,0.0625
2020-04-06,1,0,SP,9237,3511300,10.82603,
2020-04-06,31,3,SP,249210,3513009,12.43931,0.0968
2020-04-06,2,1,SP,35292,3513108,5.66701,0.5
2020-04-06,25,1,SP,423884,3513801,5.89784,0.04
2020-04-06,1,1,SP,46793,3514403,2.13707,1.0
2020-04-06,20,1,SP,273726,3515004,7.30658,0.05
2020-04-06,1,0,SP,69385,3515103,1.44123,
2020-04-06,16,0,SP,194276,3515707,8.23571,
2020-04-06,2,0,SP,353187,3516200,0.56627,
2020-04-06,8,1,SP,175844,3516309,4.54949,125
2020-04-06,8,1,SP,154489,3516408,5.17836,125
2020-04-06,2,0,SP,32939,3518206,6.07183,
2020-04-06,3,0,SP,320459,3518701,0.93616,
2020-04-06,63,6,SP,1379182,3518800,4.56793,0.0952
2020-04-06,1,0,SP,230851,3519071,0.43318,
2020-04-06,1,0,SP,11166,3520426,8.95576,
2020-04-06,75,0,SP,,,,
2020-04-06,2,0,SP,251627,3520509,0.79483,
2020-04-06,1,0,SP,24235,3521408,4.12626,
2020-04-06,2,0,SP,101816,3522109,1.96433,
2020-04-06,9,1,SP,175693,3522208,5.12257,0.1111
2020-04-06,1,0,SP,163901,3522307,0.61012,
2020-04-06,11,1,SP,237700,3522505,4.62768,0.0909
2020-04-06,1,0,SP,74773,3522604,1.33738,
2020-04-06,12,0,SP,370821,3523107,3.23606,
2020-04-06,1,0,SP,50503,3523206,1.98008,
2020-04-06,1,0,SP,173939,3523909,0.57491,
2020-04-06,1,0,SP,61252,3524006,1.6326,
2020-04-06,3,1,SP,77263,3524303,3.88284,0.3333
2020-04-06,1,0,SP,57488,3524709,1.73949,
2020-04-06,2,0,SP,124937,3525003,1.60081,
2020-04-06,1,0,SP,150252,3525300,0.66555,
2020-04-06,1,0,SP,37015,3525706,2.70161,
2020-04-06,7,0,SP,418962,3525904,1.6708,
2020-04-06,1,0,SP,68432,3526803,1.4613,
2020-04-06,2,0,SP,306114,3526902,0.65335,
2020-04-06,1,0,SP,48885,3527306,2.04562,
2020-04-06,6,2,SP,100179,3528502,5.98928,0.3333
2020-04-06,1,0,SP,238882,3529005,0.41862,
2020-04-06,2,0,SP,83170,3529302,2.40471,
2020-04-06,18,0,SP,472912,3529401,3.8062,
2020-04-06,1,0,SP,59824,3530300,1.67157,
2020-04-06,19,1,SP,445842,3530607,4.2616,0.0526
2020-04-06,1,0,SP,151888,3530706,0.65838,
2020-04-06,1,1,SP,60174,3533403,1.66185,1.0
2020-04-06,2,0,SP,44028,3534302,4.54256,
2020-04-06,71,3,SP,698418,3534401,10.16583,0.0423
2020-04-06,1,0,SP,19648,3536208,5.08958,
2020-04-06,2,0,SP,109424,3536505,1.82775,
2020-04-06,1,1,SP,63407,3537305,1.57711,1.0
2020-04-06,8,0,SP,404142,3538709,1.9795,
2020-04-06,1,0,SP,25492,3538907,3.9228,
2020-04-06,4,0,SP,117452,3539806,3.40565,
2020-04-06,0,0,SP,53098,3540606,,
2020-04-06,4,0,SP,325073,3541000,1.23049,
2020-04-06,2,1,SP,39516,3541505,5.06124,0.5
2020-04-06,1,0,SP,40432,3541604,2.47329,
2020-04-06,4,0,SP,123393,3543303,3.24167,
2020-04-06,28,1,SP,703293,3543402,3.98127,0.0357
2020-04-06,2,0,SP,206424,3543907,0.96888,
2020-04-06,1,0,SP,45422,3545308,2.20158,
2020-04-06,2,0,SP,14788,3546009,13.52448,
2020-04-06,2,0,SP,47673,3546405,4.19525,
2020-04-06,2,0,SP,57386,3546801,3.48517,
2020-04-06,25,0,SP,139447,3547304,17.92796,
2020-04-06,74,3,SP,718773,3547809,10.29532,0.0405
2020-04-06,75,2,SP,433311,3548500,17.30858,0.0267
2020-04-06,89,5,SP,838936,3548708,10.60868,0.0562
2020-04-06,39,1,SP,161127,3548807,24.20451,0.0256
2020-04-06,1,0,SP,251983,3548906,0.39685,
2020-04-06,1,0,SP,54946,3549706,1.81997,
2020-04-06,13,0,SP,460671,3549805,2.82197,
2020-04-06,48,0,SP,721944,3549904,6.64872,
2020-04-06,1,0,SP,40954,3550100,2.44176,
2020-04-06,3754,244,SP,12252023,3550308,30.63984,65
2020-04-06,1,0,SP,35653,3550407,2.80481,
2020-04-06,3,1,SP,88980,3550704,3.37154,0.3333
2020-04-06,6,0,SP,365798,3551009,1.64025,
2020-04-06,10,2,SP,679378,3552205,1.47193,0.2
2020-04-06,9,0,SP,297637,3552502,3.02382,
2020-04-06,45,3,SP,289664,3552809,15.53524,0.0667
2020-04-06,1,0,SP,121766,3554003,0.82125,
2020-04-06,2,0,SP,314924,3554102,0.63507,
2020-04-06,1,0,SP,9370,3554409,10.67236,
2020-04-06,3,0,SP,129193,3556206,2.32211,
2020-04-06,4,1,SP,52597,3556453,7605,0.25
2020-04-06,1,0,SP,78728,3556701,1.2702,
2020-04-06,2,0,SP,122480,3557006,1.63292,
2020-04-06,3,0,SP,94547,3557105,3.17303,
2020-04-06,4866,304,SP,45919049,35,10.59691,0.0625
2020-04-06,5,0,TO,180470,1702109,2.77054,
2020-04-06,1,,TO,22139,1707009,4.51692,
2020-04-06,13,0,TO,299127,1721000,4.34598,
2020-04-06,19,0,TO,1572866,17,1.20799,
2020-04-05,9,0,AC,15256,1200013,58.99318,
2020-04-05,1,0,AC,18504,1200807,5.40424,
2020-04-05,38,0,AC,407319,1200401,9.3293,
2020-04-05,48,0,AC,881935,12,5.44258,
2020-04-05,5,0,AL,,,,
2020-04-05,20,2,AL,1018948,2704302,1.96281,0.1
2020-04-05,2,0,AL,51901,2704708,3.85349,
2020-04-05,1,0,AL,20066,2707503,4.98355,
2020-04-05,28,2,AL,3337357,27,0.83899,0.0714
2020-04-05,1,0,AM,21010,1300102,4.75964,
2020-04-05,1,0,AM,34308,1300706,2.91477,
2020-04-05,1,0,AM,30225,1301159,3.30852,
2020-04-05,2,0,AM,48296,1301852,4.14113,
2020-04-05,5,0,AM,101337,1301902,4.93403,
2020-04-05,16,3,AM,97377,1302504,16.43098,0.1875
2020-04-05,379,11,AM,2182763,1302603,17.36331,29
2020-04-05,1,0,AM,19454,1303205,5.14033,
2020-04-05,3,1,AM,114273,1303403,2.62529,0.3333
2020-04-05,5,0,AM,21602,1303700,23146,
2020-04-05,3,0,AM,18755,1304237,15.99573,
2020-04-05,417,15,AM,4144597,13,10.06129,36
2020-04-05,29,1,AP,503327,1600303,5.76166,0.0345
2020-04-05,1,0,AP,27270,1600501,3.66703,
2020-04-05,2,0,AP,121364,1600600,1.64794,
2020-04-05,32,1,AP,845731,16,3.78371,0.0312
2020-04-05,1,0,BA,17040,2900355,5.86854,
2020-04-05,5,0,BA,151596,2900702,3.29824,
2020-04-05,1,0,BA,53578,2902708,1.86644,
2020-04-05,1,0,BA,5714,2903102,17.50088,
2020-04-05,1,0,BA,155439,2903201,0.64334,
2020-04-05,1,0,BA,23328,2903409,4.28669,
2020-04-05,5,0,BA,67195,2904605,7.44103,
2020-04-05,1,0,BA,33470,2904902,2.98775,
2020-04-05,7,0,BA,299132,2905701,2.3401,
2020-04-05,1,0,BA,26176,2906204,3.82029,
2020-04-05,1,0,BA,87076,2906501,1.14842,
2020-04-05,0,0,BA,54704,2907509,,
2020-04-05,1,0,BA,16993,2908002,5.88478,
2020-04-05,1,0,BA,33153,2908507,3.01632,
2020-04-05,1,0,BA,25837,2908606,3.87042,
2020-04-05,1,0,BA,81089,2910057,1.23321,
2020-04-05,30,0,BA,614872,2910800,4.87906,
2020-04-05,1,0,BA,32403,2911204,3.08613,
2020-04-05,2,0,BA,15312,2912905,13.06165,
2020-04-05,12,0,BA,162327,2913606,7.39249,
2020-04-05,0,0,BA,,,,
2020-04-05,6,0,BA,45873,2913903,13.07959,
2020-04-05,7,0,BA,213223,2914802,3.28295,
2020-04-05,2,0,BA,14579,2915205,13.71836,
2020-04-05,3,0,BA,20491,2915502,14.64057,
2020-04-05,1,0,BA,64486,2915601,1.55072,
2020-04-05,1,1,BA,76147,2916401,1.31325,1.0
2020-04-05,1,0,BA,19747,2916807,5.06406,
2020-04-05,4,0,BA,20382,2917102,19.62516,
2020-04-05,1,0,BA,155966,2918001,0.64117,
2020-04-05,3,0,BA,216707,2918407,1.38436,
2020-04-05,17,0,BA,198440,2919207,8.56682,
2020-04-05,1,0,BA,22688,2921104,4.40762,
2020-04-05,1,0,BA,26947,2922904,3.71099,
2020-04-05,1,0,BA,8564,2923308,11.67679,
2020-04-05,1,0,BA,9019,2923506,11.0877,
2020-04-05,1,0,BA,10707,2924702,9.33968,
2020-04-05,1,0,BA,39519,2925204,2.53043,
2020-04-05,10,0,BA,148686,2925303,6.72558,
2020-04-05,4,0,BA,28174,2925501,14.19749,
2020-04-05,244,7,BA,2872347,2927408,8.4948,0.0287
2020-04-05,4,0,BA,27778,2927705,14.39988,
2020-04-05,1,0,BA,39845,2928109,2.50973,
2020-04-05,1,0,BA,9058,2928950,11.03996,
2020-04-05,1,0,BA,134377,2930709,0.74417,
2020-04-05,3,0,BA,160487,2931350,1.86931,
2020-04-05,2,0,BA,20519,2932705,9.74706,
2020-04-05,1,1,BA,19178,2932804,5.21431,1.0
2020-04-05,4,0,BA,338480,2933307,1.18175,
2020-04-05,401,9,BA,14873064,29,2.69615,0.0224
2020-04-05,19,0,CE,80271,2301000,23.66982,
2020-04-05,0,1,CE,74547,2301109,,
2020-04-05,1,0,CE,53573,2302206,1.86661,
2020-04-05,1,0,CE,76997,2302800,1.29875,
2020-04-05,0,1,CE,18699,2303303,,
2020-04-05,9,0,CE,361400,2303709,2.49032,
2020-04-05,1,1,CE,53618,2304285,1.86505,1.0
2020-04-05,1,1,CE,19450,2304301,5.14139,1.0
2020-04-05,869,26,CE,2669342,2304400,32.55484,0.0299
2020-04-05,6,0,CE,67337,2305233,8.91041,
2020-04-05,2,0,CE,68018,2305407,2.9404,
2020-04-05,2,1,CE,102498,2305506,1.95126,0.5
2020-04-05,5,0,CE,,,,
2020-04-05,1,0,CE,11593,2305654,8.62589,
2020-04-05,1,0,CE,38166,2305902,2.62013,
2020-04-05,1,0,CE,129358,2306405,0.77305,
2020-04-05,2,1,CE,34682,2306900,5.76668,0.5
2020-04-05,3,0,CE,274207,2307304,1.09406,
2020-04-05,1,0,CE,59540,2307601,1.67954,
2020-04-05,14,1,CE,227886,2307650,6.14342,0.0714
2020-04-05,1,0,CE,128978,2307700,0.77533,
2020-04-05,1,0,CE,47962,2308104,2.08498,
2020-04-05,2,0,CE,28607,2309409,6.9913,
2020-04-05,1,0,CE,83432,2309706,1.19858,
2020-04-05,1,0,CE,43258,2310506,2.31171,
2020-04-05,1,0,CE,20567,2310852,4.86216,
2020-04-05,4,0,CE,87728,2311306,4.55955,
2020-04-05,1,0,CE,81082,2311405,1.23332,
2020-04-05,1,1,CE,43703,2312205,2.28817,1.0
2020-04-05,7,0,CE,208935,2312908,3.35032,
2020-04-05,1,1,CE,75946,2313401,1.31673,1.0
2020-04-05,960,35,CE,9132078,23,10.51239,0.0365
2020-04-05,468,7,DF,3015268,5300108,15.52101,15
2020-04-05,468,7,DF,3015268,53,15.52101,15
2020-04-05,1,0,ES,30586,3200102,3.26947,
2020-04-05,0,0,ES,7836,3200359,,
2020-04-05,4,0,ES,101220,3200607,3.95179,
2020-04-05,1,0,ES,208972,3201209,0.47853,
2020-04-05,16,0,ES,381285,3201308,4.19634,
2020-04-05,2,0,ES,37534,3201407,5.3285,
2020-04-05,2,0,ES,122499,3201506,1.63267,
2020-04-05,1,0,ES,21509,3202207,4.64922,
2020-04-05,3,0,ES,124859,3202405,2.40271,
2020-04-05,0,0,ES,,,,
2020-04-05,1,0,ES,34348,3202801,2.91138,
2020-04-05,8,0,ES,173555,3203205,4.60949,
2020-04-05,1,0,ES,23590,3204609,4.23908,
2020-04-05,4,1,ES,130611,3204906,3.06253,0.25
2020-04-05,1,0,ES,12415,3204955,8.05477,
2020-04-05,31,1,ES,517510,3205002,5.99022,0.0323
2020-04-05,2,0,ES,30070,3205010,6.65115,
2020-04-05,1,0,ES,78239,3205101,1.27813,
2020-04-05,53,2,ES,493838,3205200,10.73226,0.0377
2020-04-05,62,2,ES,362097,3205309,17.12248,0.0323
2020-04-05,194,6,ES,4018650,32,4.82749,0.0309
2020-04-05,1,0,GO,212440,5200258,0.47072,
2020-04-05,8,0,GO,386923,5201108,2.06759,
2020-04-05,1,0,GO,578179,5201405,0.17296,
2020-04-05,1,0,GO,25216,5203500,3.96574,
2020-04-05,0,0,GO,91162,5204508,,
2020-04-05,1,0,GO,3630,5204607,27.54821,
2020-04-05,1,0,GO,108823,5205109,0.91892,
2020-04-05,1,0,GO,71376,5205497,1.40103,
2020-04-05,1,0,GO,70084,5208608,1.42686,
2020-04-05,73,2,GO,1516113,5208707,4.81494,0.0274
2020-04-05,0,0,GO,21706,5209705,,
2020-04-05,2,0,GO,,,,
2020-04-05,2,0,GO,104742,5211503,1.90945,
2020-04-05,3,0,GO,100882,5211909,2.97377,
2020-04-05,1,1,GO,208299,5212501,0.48008,1.0
2020-04-05,1,0,GO,9853,5215009,10.14919,
2020-04-05,1,0,GO,10057,5216304,9.94332,
2020-04-05,8,0,GO,235647,5218805,3.39491,
2020-04-05,1,0,GO,33817,5220108,2.95709,
2020-04-05,1,0,GO,115371,5220454,0.86677,
2020-04-05,1,0,GO,20695,5220603,4.83209,
2020-04-05,1,0,GO,127599,5221403,0.78371,
2020-04-05,5,0,GO,168468,5221858,2.96792,
2020-04-05,115,3,GO,7018354,52,1.63856,0.0261
2020-04-05,1,0,MA,112445,2100055,0.88932,
2020-04-05,1,0,MA,258682,2105302,0.38658,
2020-04-05,2,0,MA,122197,2107506,1.6367,
2020-04-05,5,0,MA,177687,2111201,2.81394,
2020-04-05,121,2,MA,1101884,2111300,10.98119,0.0165
2020-04-05,2,0,MA,169107,2112209,1.18268,
2020-04-05,132,2,MA,7075181,21,1.86568,0.0152
2020-04-05,1,0,MG,79996,3101607,1.25006,
2020-04-05,2,0,MG,117267,3103504,1.70551,
2020-04-05,1,0,MG,40092,3104205,2.49426,
2020-04-05,1,0,MG,137313,3105608,0.72826,
2020-04-05,262,3,MG,2512070,3106200,10.42965,0.0115
2020-04-05,5,0,MG,439340,3106705,1.13807,
2020-04-05,1,0,MG,40127,3107109,2.49209,
2020-04-05,1,0,MG,50605,3107406,1.97609,
2020-04-05,1,0,MG,54029,3111200,1.85086,
2020-04-05,1,0,MG,15461,3111507,6.46789,
2020-04-05,1,0,MG,8632,3112802,11.5848,
2020-04-05,1,0,MG,12170,3113909,8.21693,
2020-04-05,1,0,MG,22478,3114204,4.44879,
2020-04-05,13,0,MG,663855,3118601,1.95826,
2020-04-05,1,0,MG,109855,3119401,0.91029,
2020-04-05,15,0,MG,238230,3122306,6.29644,
2020-04-05,1,0,MG,70552,3124104,1.41739,
2020-04-05,1,0,MG,36225,3125101,2.76052,
2020-04-05,2,0,MG,279885,3127701,0.71458,
2020-04-05,1,0,MG,8039,3128907,12.43936,
2020-04-05,7,0,MG,,,,
2020-04-05,1,0,MG,263410,3131307,0.37964,
2020-04-05,1,0,MG,120060,3131703,0.83292,
2020-04-05,1,0,MG,71648,3135100,1.39571,
2020-04-05,37,0,MG,568873,3136702,6.50409,
2020-04-05,5,0,MG,52165,3137205,9.58497,
2020-04-05,2,0,MG,103773,3138203,1.92728,
2020-04-05,1,0,MG,90229,3139409,1.10829,
2020-04-05,3,1,MG,60724,3140001,4.94039,0.3333
2020-04-05,4,0,MG,108763,3143906,3.67772,
2020-04-05,2,0,MG,40750,3144300,4.90798,
2020-04-05,37,0,MG,94889,3144805,38.99293,
2020-04-05,1,0,MG,93158,3147006,1.07345,
2020-04-05,1,0,MG,21083,3147303,4.74316,
2020-04-05,3,0,MG,152488,3148004,1.96737,
2020-04-05,3,0,MG,90757,3148103,3.30553,
2020-04-05,2,0,MG,167397,3151800,1.19476,
2020-04-05,4,0,MG,150737,3152501,2.65363,
2020-04-05,1,0,MG,334858,3154606,0.29863,
2020-04-05,4,0,MG,136344,3156700,2.93376,
2020-04-05,1,0,MG,219134,3157807,0.45634,
2020-04-05,1,0,MG,34663,3158953,2.88492,
2020-04-05,2,0,MG,28243,3160405,7.0814,
2020-04-05,3,0,MG,90082,3162500,3.3303,
2020-04-05,1,0,MG,32752,3165537,3.05325,
2020-04-05,1,0,MG,11582,3166808,8.63409,
2020-04-05,3,0,MG,239639,3167202,1.25188,
2020-04-05,3,0,MG,89842,3168705,3.3392,
2020-04-05,1,0,MG,6258,3169109,15.97955,
2020-04-05,11,0,MG,333783,3170107,3.29555,
2020-04-05,34,2,MG,691305,3170206,4.91823,0.0588
2020-04-05,1,0,MG,84378,3170404,1.18514,
2020-04-05,3,0,MG,135558,3170701,2.21307,
2020-04-05,498,6,MG,21168791,31,2.35252,12
2020-04-05,1,0,MS,5343,5000252,18.71608,
2020-04-05,5,1,MS,11329,5002001,44.13452,0.2
2020-04-05,43,0,MS,895982,5002704,4.7992,
2020-04-05,1,0,MS,25218,5002951,3.96542,
2020-04-05,6,0,MS,222949,5003702,2.6912,
2020-04-05,3,0,MS,54374,5006200,5.51734,
2020-04-05,1,0,MS,92526,5006606,1.08078,
2020-04-05,1,0,MS,19746,5007406,5.06432,
2020-04-05,1,0,MS,57665,5007901,1.73415,
2020-04-05,3,0,MS,121388,5008305,2.47141,
2020-04-05,65,1,MS,2778986,50,2.33898,0.0154
2020-04-05,1,0,MT,51782,5100250,1.93117,
2020-04-05,1,0,MT,35360,5102637,2.82805,
2020-04-05,38,0,MT,612547,5103403,6.20361,
2020-04-05,1,1,MT,65534,5105259,1.52593,1.0
2020-04-05,1,0,MT,9178,5108956,10.89562,
2020-04-05,1,0,MT,45378,5106224,2.20371,
2020-04-05,6,0,MT,232491,5107602,2.58075,
2020-04-05,3,0,MT,142996,5107909,2.09796,
2020-04-05,4,0,MT,103750,5107958,3.85542,
2020-04-05,4,0,MT,284971,5108402,1.40365,
2020-04-05,60,1,MT,3484466,51,1.72193,0.0167
2020-04-05,1,0,PA,157698,1500107,0.63412,
2020-04-05,1,0,PA,114594,1500602,0.87265,
2020-04-05,10,0,PA,530598,1500800,1.88467,
2020-04-05,3,0,PA,124680,1501303,2.40616,
2020-04-05,49,0,PA,1492745,1501402,3.28254,
2020-04-05,1,0,PA,62737,1501501,1.59396,
2020-04-05,2,0,PA,200793,1502400,0.99605,
2020-04-05,1,0,PA,40475,1503093,2.47066,
2020-04-05,3,0,PA,101247,1503606,2.96305,
2020-04-05,2,0,PA,279349,1504208,0.71595,
2020-04-05,2,0,PA,131521,1504422,1.52067,
2020-04-05,1,0,PA,25762,1505031,3.88169,
2020-04-05,1,0,PA,32512,1505205,3.07579,
2020-04-05,2,0,PA,208273,1505536,0.96028,
2020-04-05,5,1,PA,304589,1506807,1.64156,0.2
2020-04-05,1,0,PA,24847,1507458,4.02463,
2020-04-05,1,0,PA,113659,1508100,0.87982,
2020-04-05,86,1,PA,8602865,15,0.99967,0.0116
2020-04-05,1,0,PB,67736,2503209,1.47632,
2020-04-05,3,0,PB,409731,2504009,0.73219,
2020-04-05,1,0,PB,6117,2502607,16.34788,
2020-04-05,26,2,PB,809015,2507507,3.21378,0.0769
2020-04-05,1,1,PB,7150,2507804,13.98601,1.0
2020-04-05,1,1,PB,107605,2510808,0.92932,1.0
2020-04-05,1,0,PB,13699,2515500,7.2998,
2020-04-05,1,0,PB,69444,2516201,1.44001,
2020-04-05,35,4,PB,4018127,25,0.87105,0.1143
2020-04-05,1,0,PE,38386,2600708,2.60512,
2020-04-05,1,0,PE,76439,2601706,1.30823,
2020-04-05,5,1,PE,207048,2602902,2.4149,0.2
2020-04-05,6,0,PE,157828,2603454,3.80161,
2020-04-05,2,0,PE,361118,2604106,0.55384,
2020-04-05,7,0,PE,3061,2605459,228.68344,
2020-04-05,1,1,PE,79758,2606200,1.25379,1.0
2020-04-05,6,1,PE,,,,0.1667
2020-04-05,1,0,PE,30854,2607307,3.24107,
2020-04-05,12,0,PE,702298,2607901,1.70868,
2020-04-05,9,3,PE,392482,2609600,2.2931,0.3333
2020-04-05,1,1,PE,63250,2610004,1.58103,1.0
2020-04-05,5,0,PE,331774,2610707,1.50705,
2020-04-05,2,0,PE,349145,2611101,0.57283,
2020-04-05,139,14,PE,1645727,2611606,8.44612,0.1007
2020-04-05,3,0,PE,113230,2613701,2.64947,
2020-04-05,201,21,PE,9557071,26,2.10315,0.1045
2020-04-05,1,0,PI,46833,2202208,2.13525,
2020-04-05,1,1,PI,153078,2207702,0.65326,1.0
2020-04-05,1,1,PI,5346,2210052,18.70557,1.0
2020-04-05,21,2,PI,864845,2211001,2.42818,0.0952
2020-04-05,24,4,PI,3273227,22,0.73322,0.1667
2020-04-05,3,0,PR,118623,4100400,2.52902,
2020-04-05,7,0,PR,123027,4101507,5.68981,
2020-04-05,2,0,PR,13970,4101705,14.31639,
2020-04-05,2,0,PR,143843,4101804,1.3904,
2020-04-05,3,0,PR,33362,4102000,8.99227,
2020-04-05,1,0,PR,12941,4102307,7.72738,
2020-04-05,2,0,PR,106533,4103701,1.87735,
2020-04-05,1,0,PR,43288,4104006,2.31011,
2020-04-05,9,0,PR,132002,4104204,6.81808,
2020-04-05,1,0,PR,29318,4104253,3.41087,
2020-04-05,13,3,PR,94859,4104303,13.70455,0.2308
2020-04-05,35,1,PR,328454,4104808,10.65598,0.0286
2020-04-05,2,0,PR,71484,4104907,2.79783,
2020-04-05,1,0,PR,19254,4105409,5.19373,
2020-04-05,11,1,PR,82620,4105508,13.31397,0.0909
2020-04-05,4,0,PR,243726,4105805,1.64119,
2020-04-05,1,0,PR,18584,4106209,5.38097,
2020-04-05,1,0,PR,47845,4106407,2.09008,
2020-04-05,172,0,PR,1933105,4106902,8.8976,
2020-04-05,1,0,PR,17251,4107603,5.79677,
2020-04-05,2,0,PR,100209,4107652,1.99583,
2020-04-05,24,0,PR,258532,4108304,9.28318,
2020-04-05,1,0,PR,91093,4108403,1.09778,
2020-04-05,1,0,PR,28884,4108601,3.46212,
2020-04-05,2,0,PR,33119,4108809,6.03883,
2020-04-05,2,0,PR,12472,4109302,16.03592,
2020-04-05,1,0,PR,181504,4109401,0.55095,
2020-04-05,1,0,PR,31364,4109708,3.18837,
2020-04-05,1,0,PR,6352,4109757,15.74307,
2020-04-05,6,0,PR,,,,
2020-04-05,1,0,PR,10169,4110805,9.83381,
2020-04-05,2,0,PR,48163,4113205,4.15257,
2020-04-05,1,0,PR,3954,4113403,25.29084,
2020-04-05,38,1,PR,569733,4113700,6.66979,0.0263
2020-04-05,1,0,PR,26869,4114302,3.72176,
2020-04-05,2,0,PR,52944,4114609,3.77758,
2020-04-05,21,2,PR,423666,4115200,4.95673,0.0952
2020-04-05,1,0,PR,6610,4115309,15.12859,
2020-04-05,2,0,PR,34720,4115705,5.76037,
2020-04-05,4,0,PR,46198,4115804,8.65838,
2020-04-05,1,0,PR,50986,4117602,1.96132,
2020-04-05,2,0,PR,33877,4117701,5.90371,
2020-04-05,5,0,PR,154936,4118204,3.22714,
2020-04-05,3,0,PR,88374,4118402,3.39466,
2020-04-05,3,0,PR,82881,4118501,3.61965,
2020-04-05,1,0,PR,13996,4118808,7.1449,
2020-04-05,7,0,PR,132157,4119152,5.29673,
